0,26.90039443969727
500,19.55652618408203
1000,41.5743522644043
1500,13.67957210540771
2000,37.95017242431641
2500,24.56610488891602
3000,45.09180450439453
3500,44.38565063476562
4000,1.231866836547852
4500,55.07366561889648
5000,81.49850463867188
5500,90.38592529296875
6000,117.1289215087891
6500,116.5944213867188
7000,117.0774688720703
7500,107.969352722168
8000,108.9388427734375
8500,92.64044952392578
9000,114.3990936279297
9500,114.0329284667969
10000,96.32101440429688
10500,76.63478088378906
11000,89.46404266357422
11500,75.52623748779297
12000,65.77108001708984
12500,71.28520202636719
13000,29.64407157897949
13500,39.77597427368164
14000,19.02875328063965
14500,63.16158676147461
15000,58.74521636962891
15500,59.27804565429688
16000,72.25684356689453
16500,50.88614654541016
17000,52.2171516418457
17500,23.26028633117676
18000,54.44715881347656
18500,58.76755905151367
19000,47.13421630859375
19500,50.79124450683594
20000,54.11418533325195
20500,61.63878631591797
21000,68.03238677978516
21500,69.20311737060547
22000,77.40181732177734
22500,80.3290786743164
23000,78.71115112304688
23500,76.98143768310547
24000,71.80840301513672
24500,66.41515350341797
25000,56.39273834228516
25500,52.31503677368164
26000,51.50943374633789
26500,46.6275634765625
27000,35.51894760131836
27500,27.78741073608398
28000,17.5025463104248
28500,18.03921699523926
29000,0
29500,0
30000,0
30500,0
31000,0
31500,-0.3252150416374207
32000,-1.792831182479858
32500,-4.317836761474609
33000,-7.335654258728027
33500,-10.47744369506836
34000,-13.7583179473877
34500,-16.68216705322266
35000,-18.72007751464844
35500,-20.76199150085449
36000,-23.12381935119629
36500,-25.1883487701416
37000,-26.64724731445312
37500,-28.58997917175293
38000,-30.45195770263672
38500,-29.0342960357666
39000,-23.55653190612793
39500,-18.54702758789062
40000,-14.34507274627686
40500,-10.82982349395752
41000,-7.042440891265869
41500,-4.937861442565918
42000,-3.886211156845093
42500,-2.466120481491089
43000,-0.7974481582641602
43500,-0.3507713377475739
44000,-0.006310591008514166
44500,19.31294250488281
